HDDSN,ENDDATE,STARTDATE,PROCID,MTYPE,MFGID,PFCODE,PFSUBCODE,HSATRIAL,HDDTRIAL,PARTID,PARTFLAG,ASMLINE,ASMTEAM,TESTERID,CELLID,TESTPGMVER,FAILEDHEAD,HDDCYCLE,RWKDISP,RWKDEPTH_MAX,RWKDEPTH_CUR,HSASN,DISKSETID,HDEPARTSETID,HDDPARTSETID,STORETS,DayDifference,TestTime
KZGNA34E,2013-11-01 03:54:24,2013-10-31 17:39:31,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T131,000046,CEPX.BFX,00000000,2,,2,2,A35H1ZQN,2,1,1,2013-11-01 05:28:36,1,10.248
KZGNA32E,2013-11-01 04:25:00,2013-10-31 18:00:13,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000007,CEPX.BBX,00000000,2,,2,2,A36QFKA1,2,1,1,2013-11-01 05:28:35,1,10.413
KZGNA2SE,2013-11-01 04:19:16,2013-10-31 18:00:29,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000022,CEPX.BBX,00000000,2,,2,2,A35ZTWN1,2,1,1,2013-11-01 05:28:35,1,10.313
KZGNA2LE,2013-11-01 04:18:15,2013-10-31 17:55:51,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000015,CEPX.BAX,00000000,2,,2,2,A35H3EJS,2,1,1,2013-11-01 05:28:35,1,10.373
KZGNA2JE,2013-11-01 04:14:19,2013-10-31 18:00:11,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000005,CEPX.BBX,00000000,2,,2,2,A36QFKGD,2,1,1,2013-11-01 05:28:36,1,10.235
KZGNA2HE,2013-11-01 04:05:00,2013-10-31 18:00:31,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000024,CEPX.BBX,00000000,2,,2,2,A371YX33,2,1,1,2013-11-01 05:28:35,1,10.074
KZGNA2GE,2013-11-01 04:17:49,2013-10-31 18:00:30,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000023,CEPX.BBX,00000000,2,,2,2,A36QFJNJ,2,1,1,2013-11-01 05:28:37,1,10.288
KZGNA2EE,2013-11-01 04:07:30,2013-10-31 18:00:24,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000017,CEPX.BBX,00000000,2,,2,2,A371YC0P,2,1,1,2013-11-01 05:28:37,1,10.118
KZGNA2DE,2013-11-01 04:14:02,2013-10-31 17:55:53,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000017,CEPX.BAX,00000000,2,,2,2,A35H1YMB,2,1,1,2013-11-01 05:28:35,1,10.302
KZGNA1NE,2013-11-01 04:05:05,2013-10-31 18:00:12,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000006,CEPX.BBX,00000000,2,,2,2,A35H3F7H,2,1,1,2013-11-01 05:28:37,1,10.081
KZGNA06E,2013-11-01 04:08:46,2013-10-31 18:00:17,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000011,CEPX.BBX,00000000,2,,2,2,A36QFL7R,2,1,1,2013-11-01 05:28:37,1,10.141
KZGNA05E,2013-11-01 04:06:14,2013-10-31 18:00:07,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000001,CEPX.BBX,00000000,2,,2,2,A372699S,2,1,1,2013-11-01 05:28:35,1,10.102
KZGNA02E,2013-11-01 04:12:32,2013-10-31 18:00:10,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000004,CEPX.BBX,00000000,2,,2,2,A36QFLE6,2,1,1,2013-11-01 05:28:37,1,10.206
KZGNA01E,2013-11-01 04:16:20,2013-10-31 18:00:08,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000002,CEPX.BBX,00000000,2,,2,2,A371YY0M,2,1,1,2013-11-01 05:28:34,1,10.270
KZGNA00E,2013-11-01 04:05:28,2013-10-31 18:00:33,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000026,CEPX.BBX,00000000,2,,2,2,A372695F,2,1,1,2013-11-01 05:28:36,1,10.082
KZGN9ZYE,2013-11-01 04:14:35,2013-10-31 18:00:18,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000012,CEPX.BBX,00000000,2,,2,2,A36QFKT9,2,1,1,2013-11-01 05:28:32,1,10.238
KZGN9ZXE,2013-11-01 04:22:30,2013-10-31 18:00:25,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000018,CEPX.BBX,00000000,2,,2,2,A36QFKT6,2,1,1,2013-11-01 05:28:37,1,10.368
KZGN9ZWE,2013-11-01 04:14:43,2013-10-31 18:00:14,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000008,CEPX.BBX,00000000,2,,2,2,A36QFKQC,2,1,1,2013-11-01 05:28:35,1,10.241
KZGN9ZVE,2013-11-01 04:13:16,2013-10-31 17:47:55,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T201,000023,CEPX.BEX,00000000,2,,2,2,A36QFKAK,2,1,1,2013-11-01 05:28:35,1,10.422
KZGN9ZTE,2013-11-01 04:20:52,2013-10-31 17:39:42,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T131,000057,CEPX.BFX,00000000,2,,2,2,A36QFLA2,2,1,1,2013-11-01 05:28:34,1,10.686
KZGN9ZSE,2013-11-01 04:04:34,2013-10-31 17:39:32,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T131,000047,CEPX.BFX,00000000,2,,2,2,A36QFLEF,2,1,1,2013-11-01 05:28:36,1,10.417
KZGN9ZRE,2013-11-01 04:15:33,2013-10-31 18:00:09,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000003,CEPX.BBX,00000000,2,,2,2,A36QFJME,2,1,1,2013-11-01 05:28:33,1,10.256
KZGN9ZNE,2013-11-01 04:09:14,2013-10-31 18:00:28,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000021,CEPX.BBX,00000000,2,,2,2,A36QFKQF,2,1,1,2013-11-01 05:28:36,1,10.146
KZGNA4TE,2013-11-01 04:12:05,2013-10-31 18:00:39,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000032,CEPX.BBX,00000000,2,,2,2,A35VQMDR,2,1,1,2013-11-01 05:28:37,1,10.190
KZGNA4RE,2013-11-01 04:04:51,2013-10-31 17:39:30,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T131,000045,CEPX.BFX,00000000,2,,2,2,A35HHL2M,2,1,1,2013-11-01 05:28:35,1,10.422
KZGNA4NE,2013-11-01 04:17:45,2013-10-31 18:01:04,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000057,CEPX.BBX,00000000,2,,2,2,A35VPV12,2,1,1,2013-11-01 05:28:36,1,10.278
KZGNA4ME,2013-11-01 04:12:41,2013-10-31 18:00:59,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000052,CEPX.BBX,00000000,2,,2,2,A35ZTWEJ,2,1,1,2013-11-01 05:28:37,1,10.195
KZGNA4LE,2013-11-01 04:08:10,2013-10-31 18:00:42,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000035,CEPX.BBX,00000000,2,,2,2,A35VPVW9,2,1,1,2013-11-01 05:28:33,1,10.124
KZGNA4KE,2013-11-01 04:06:08,2013-10-31 18:00:19,6400,CEP8,CP1843,0000,00000000,U516,B5QX,103010A0A0J1J1    10,0  0,51,14,T181,000013,CEPX.BBX,00000000,2,,2,2,A36QFLKX,2,1,1,2013-11-01 05:28:38,1,10.097
KZGNA4HE,2013-11-01 04:08:29,2013-10-31 18:00:41,6400,CEP8,CP1843,0000,00000000,U516,B5QX,103010A0A0J1J1    10,0  0,51,14,T181,000034,CEPX.BBX,00000000,2,,2,2,A37279BC,2,1,1,2013-11-01 05:28:37,1,10.130
KZGNA3PE,2013-11-01 03:57:55,2013-10-31 17:38:57,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T131,000013,CEPX.BFX,00000000,2,,2,2,A36QFKVJ,2,1,1,2013-11-01 05:28:36,1,10.316
KZGNA3NE,2013-11-01 03:53:15,2013-10-31 18:00:32,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000025,CEPX.BBX,00000000,2,,2,2,A37269AV,2,1,1,2013-11-01 05:28:35,1,9.878
KZGNA3ME,2013-11-01 04:14:31,2013-10-31 18:00:35,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000028,CEPX.BBX,00000000,2,,2,2,A36QFKRK,2,1,1,2013-11-01 05:28:33,1,10.232
KZGNA3LE,2013-11-01 04:41:58,2013-10-31 18:22:36,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T199,000003,CEPX.BDX,00000000,2,,2,2,A3726988,3,2,1,2013-11-01 05:28:35,1,10.322
KZGNA3KE,2013-11-01 04:14:14,2013-10-31 18:06:07,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000007,CEPX.BCX,00000000,2,,2,2,A35H3F3E,2,1,1,2013-11-01 05:28:34,1,10.135
KZGNA3JE,2013-11-01 04:16:15,2013-10-31 18:06:20,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000020,CEPX.BCX,00000000,2,,2,2,A36QFJGM,2,1,1,2013-11-01 05:28:36,1,10.165
KZGNA3HE,2013-11-01 04:20:36,2013-10-31 18:06:03,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000003,CEPX.BCX,00000000,2,,2,2,A35H3E9X,2,1,1,2013-11-01 05:28:36,1,10.242
KZGNA3EE,2013-11-01 04:13:01,2013-10-31 17:56:11,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000035,CEPX.BAX,00000000,2,,2,2,A36QFLA4,2,1,1,2013-11-01 05:28:34,1,10.280
KZGNA3DE,2013-11-01 04:29:21,2013-10-31 18:22:54,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T199,000020,CEPX.BDX,00000000,2,,2,2,A35H3E9Z,2,1,1,2013-11-01 05:28:36,1,10.107
KZGNA3BE,2013-11-01 04:02:22,2013-10-31 18:06:15,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000015,CEPX.BCX,00000000,2,,2,2,A36QFJMR,3,2,1,2013-11-01 05:28:35,1,9.935
KZGNA3AE,2013-11-01 04:13:43,2013-10-31 18:06:04,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000004,CEPX.BCX,00000000,2,,2,2,A35H1ZYJ,2,1,1,2013-11-01 05:28:37,1,10.127
KZGNA39E,2013-11-01 04:03:24,2013-10-31 17:56:22,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000046,CEPX.BAX,00000000,2,,2,2,A36QFKT4,2,1,1,2013-11-01 05:28:37,1,10.117
KZGNA38E,2013-11-01 04:09:08,2013-10-31 17:56:06,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000030,CEPX.BAX,00000000,2,,2,2,A35H3EB4,2,1,1,2013-11-01 05:28:38,1,10.217
KZGNA37E,2013-11-01 04:10:26,2013-10-31 18:06:22,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000022,CEPX.BCX,00000000,2,,2,2,A35H3EB0,2,1,1,2013-11-01 05:28:34,1,10.067
KZGNA36E,2013-11-01 04:23:55,2013-10-31 18:01:07,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000060,CEPX.BBX,00000000,2,,2,2,A37269HP,2,1,1,2013-11-01 05:28:37,1,10.380
KZGNA35E,2013-11-01 04:09:39,2013-10-31 17:56:13,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000037,CEPX.BAX,00000000,2,,2,2,A35H1ZL0,2,1,1,2013-11-01 05:28:34,1,10.224
KZGN9WHE,2013-11-01 03:32:58,2013-10-31 17:39:13,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0 11,51,14,T131,000029,CEPX.BFX,00000000,2,,2,2,A35VPZ4T,3,2,1,2013-11-01 04:23:15,1,9.896
KZGN9WEE,2013-11-01 04:13:21,2013-10-31 17:55:55,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000019,CEPX.BAX,00000000,2,,2,2,A37268NP,2,1,1,2013-11-01 05:28:37,1,10.290
KZGN9WDE,2013-11-01 04:35:06,2013-10-31 18:07:01,6400,CEP8,CP1843,0000,00000000,U516,B5QX,103010A0A0J1J1    10,0  0,51,14,T182,000060,CEPX.BCX,00000000,2,,2,2,A35H3E5F,3,2,1,2013-11-01 05:28:35,1,10.468
KZGN9WAE,2013-11-01 04:07:27,2013-10-31 17:56:09,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000033,CEPX.BAX,00000000,2,,2,2,A35H3E8C,3,2,1,2013-11-01 05:28:36,1,10.188
KZGN9W7E,2013-11-01 04:24:14,2013-10-31 18:06:34,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000033,CEPX.BCX,00000000,2,,2,2,A3726B3X,3,2,1,2013-11-01 05:28:35,1,10.294
KZGN9W6E,2013-11-01 04:16:09,2013-10-31 18:06:44,6400,CEP8,CP1843,0000,00000000,U516,B5QX,103010A0A0J1J1    10,0  0,51,14,T182,000043,CEPX.BCX,00000000,2,,2,2,A371Y7AP,3,2,1,2013-11-01 05:28:34,1,10.157
KZGN9W5E,2013-11-01 04:10:36,2013-10-31 17:47:36,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T201,000004,CEPX.BEX,00000000,2,,2,2,A35H3E5T,3,2,1,2013-11-01 05:28:34,1,10.383
KZGN9W4E,2013-11-01 03:52:01,2013-10-31 17:47:51,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T201,000019,CEPX.BEX,00000000,2,,2,2,A36QFK0T,3,2,1,2013-11-01 05:28:35,1,10.069
KZGN9VRE,2013-11-01 03:51:37,2013-10-31 17:48:04,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T201,000031,CEPX.BEX,00000000,2,,2,2,A35VQL6N,2,1,1,2013-11-01 05:28:37,1,10.059
KZGN7ZYE,2013-11-01 04:19:19,2013-10-31 18:06:29,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0 11,51,14,T182,000029,CEPX.BCX,00000000,2,,2,2,A37268P7,3,2,1,2013-11-01 05:28:32,1,10.214
KZGN7ZWE,2013-11-01 04:11:19,2013-10-31 18:06:23,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000023,CEPX.BCX,00000000,2,,2,2,A36QFL70,3,2,1,2013-11-01 05:28:37,1,10.082
KZGN7ZVE,2013-11-01 04:23:07,2013-10-31 18:06:18,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000018,CEPX.BCX,00000000,2,,2,2,A371Y7B8,3,2,1,2013-11-01 05:28:38,1,10.280
KZGN7ZUE,2013-11-01 04:06:20,2013-10-31 17:48:07,6400,CEP8,CP1843,0000,00000000,U516,B5QX,103010A0A0J1J1    10,0  0,51,14,T201,000034,CEPX.BEX,00000000,2,,2,2,A35VPW1B,3,2,1,2013-11-01 05:28:33,1,10.303
KZGN7ZTE,2013-11-01 03:57:33,2013-10-31 17:48:06,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T201,000033,CEPX.BEX,00000000,2,,2,2,A371Y7BL,3,2,1,2013-11-01 05:28:32,1,10.157
KZGN7ZSE,2013-11-01 04:11:46,2013-10-31 18:06:10,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000010,CEPX.BCX,00000000,2,,2,2,A35H3E5P,3,2,1,2013-11-01 05:28:35,1,10.093
KZGN7ZRE,2013-11-01 04:35:23,2013-10-31 18:06:09,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000009,CEPX.BCX,00000000,2,,2,2,A35H3E44,3,2,1,2013-11-01 05:28:37,1,10.487
KZGN7ZME,2013-11-01 04:19:59,2013-10-31 17:48:16,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T201,000043,CEPX.BEX,00000000,2,,2,2,A371YX8J,3,2,1,2013-11-01 05:28:36,1,10.528
KZGN7ZLE,2013-11-01 04:12:56,2013-10-31 17:56:29,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000053,CEPX.BAX,00000000,2,,2,2,A35H1ZPA,3,2,1,2013-11-01 05:28:34,1,10.274
KZGN7ZJE,2013-11-01 03:54:46,2013-10-31 17:48:26,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T201,000052,CEPX.BEX,00000000,2,,2,2,A35H3E5E,4,3,1,2013-11-01 05:28:37,1,10.105
KZGN7ZGE,2013-10-19 03:59:47,2013-10-18 17:55:06,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T164,000036,CEP1.1TX,00000000,1,,0,0,A37268LC,3,2,1,2013-10-19 04:48:27,1,10.078
KZGN7Z1E,2013-11-01 04:09:41,2013-10-31 18:06:14,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000014,CEPX.BCX,00000000,2,,2,2,A35H3E4F,3,2,1,2013-11-01 05:28:37,1,10.057
KZGN7YWE,2013-11-01 03:33:58,2013-10-31 17:38:58,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T131,000014,CEPX.BFX,00000000,2,,2,2,A36QFL5V,3,2,1,2013-11-01 04:23:15,1,9.916
KZGN7YEE,2013-11-01 04:33:56,2013-10-31 18:06:08,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000008,CEPX.BCX,00000000,2,,2,2,A35VQMCB,2,1,1,2013-11-01 05:28:32,1,10.463
KZGN9ZME,2013-11-01 04:10:50,2013-10-31 18:00:36,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000029,CEPX.BBX,00000000,2,,2,2,A35H1ZMX,2,1,1,2013-11-01 05:28:35,1,10.170
KZGN9ZLE,2013-11-01 04:04:16,2013-10-31 17:56:36,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000060,CEPX.BAX,00000000,2,,2,2,A3726986,3,2,1,2013-11-01 05:28:35,1,10.128
KZGN9ZKE,2013-11-01 04:22:27,2013-10-31 17:55:36,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000001,CEPX.BAX,00000000,2,,2,2,A3726B34,2,1,1,2013-11-01 05:28:37,1,10.447
KZGN9ZJE,2013-11-01 04:31:32,2013-10-31 17:39:20,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T131,000036,CEPX.BFX,00000000,2,,2,2,A37269HJ,2,1,1,2013-11-01 05:28:35,1,10.870
KZGN9XAE,2013-11-01 04:21:37,2013-10-31 18:01:06,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000059,CEPX.BBX,00000000,2,,2,2,A36QFK17,3,2,1,2013-11-01 05:28:35,1,10.342
KZGN9X9E,2013-11-01 04:11:09,2013-10-31 18:00:26,6400,CEP8,CP1843,0000,00000000,U516,B5QX,103010A0A0J1J1    10,0  0,51,14,T181,000019,CEPX.BBX,00000000,2,,2,2,A37268L3,3,2,1,2013-11-01 05:28:35,1,10.178
KZGN9X8E,2013-11-01 04:16:14,2013-10-31 18:00:40,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000033,CEPX.BBX,00000000,2,,2,2,A36QFJG1,3,2,1,2013-11-01 05:28:36,1,10.259
KZGN9X6E,2013-11-01 04:11:00,2013-10-31 17:56:00,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000024,CEPX.BAX,00000000,2,,2,2,A36QFLKV,3,2,1,2013-11-01 05:28:34,1,10.250
KZGN9X5E,2013-11-01 03:57:16,2013-10-31 17:55:39,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000004,CEPX.BAX,00000000,2,,2,2,A35H3EQ6,3,2,1,2013-11-01 05:28:38,1,10.027
KZGN9X4E,2013-11-01 04:05:42,2013-10-31 18:00:21,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000015,CEPX.BBX,00000000,2,,2,2,A36QFLNW,3,2,1,2013-11-01 05:28:33,1,10.089
KZGN9X3E,2013-11-01 04:12:14,2013-10-31 18:00:16,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000010,CEPX.BBX,00000000,2,,2,2,A37268LF,3,2,1,2013-11-01 05:28:37,1,10.199
KZGN9X2E,2013-11-01 04:12:36,2013-10-31 17:55:46,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T180,000011,CEPX.BAX,00000000,2,,2,2,A3726951,3,2,1,2013-11-01 05:28:35,1,10.280
KZGN9X1E,2013-11-01 04:30:36,2013-10-31 18:01:05,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000058,CEPX.BBX,00000000,2,,2,2,A37269EG,3,2,1,2013-11-01 05:28:37,1,10.492
KZGN9X0E,2013-11-01 04:10:22,2013-10-31 18:00:55,6400,CEP8,CP1843,0000,00000000,U516,B5QX,103010A0A0J1J1    10,0  0,51,14,T181,000048,CEPX.BBX,00000000,2,,2,2,A37268PG,3,2,1,2013-11-01 05:28:35,1,10.157
KZGN9WTE,2013-11-01 04:37:56,2013-10-31 18:00:27,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000020,CEPX.BBX,00000000,2,,2,2,A35H3FD0,2,1,1,2013-11-01 05:28:35,1,10.624
KZGN9WSE,2013-11-01 04:21:00,2013-10-31 18:00:22,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000016,CEPX.BBX,00000000,2,,2,2,A31NYFPE,2,1,1,2013-11-01 05:28:35,1,10.344
KZGN9WRE,2013-11-01 04:11:20,2013-10-31 18:00:20,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000014,CEPX.BBX,00000000,2,,2,2,A35H1ZV3,2,1,1,2013-11-01 05:28:33,1,10.183
KZGN9WPE,2013-11-01 04:08:20,2013-10-31 18:01:01,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T181,000054,CEPX.BBX,00000000,2,,2,2,A35VQKEV,2,1,1,2013-11-01 05:28:35,1,10.122
KZGN9WNE,2013-11-01 04:09:37,2013-10-31 17:56:16,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0 11,51,14,T180,000040,CEPX.BAX,00000000,2,,2,2,A31NYL6W,2,1,1,2013-11-01 05:28:35,1,10.222
KZGN9WME,2013-11-01 04:07:31,2013-10-31 17:47:33,6400,CEP8,CP1843,0000,00000000,U516,B5QX,103010A0A0J1J1    10,0  0,51,14,T201,000001,CEPX.BEX,00000000,2,,2,2,A36QFKSQ,2,1,1,2013-11-01 05:28:36,1,10.332
KZGN9WLE,2013-11-01 03:58:35,2013-10-31 17:38:56,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T131,000012,CEPX.BFX,00000000,2,,2,2,A371YBJ1,4,3,1,2013-11-01 05:28:36,1,10.327
KZGN9WKE,2013-11-01 04:27:07,2013-10-31 18:23:00,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T199,000026,CEPX.BDX,00000000,2,,2,2,A36QFLC0,3,2,1,2013-11-01 05:28:37,1,10.068
KZGN9WJE,2013-11-01 04:07:51,2013-10-31 18:06:36,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T182,000035,CEPX.BCX,00000000,2,,2,2,A35H1ZQD,2,1,1,2013-11-01 05:28:37,1,10.021
KZGNAEUE,2013-11-01 04:32:28,2013-10-31 18:23:07,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040Z1J1    10,0  0,51,14,T199,000033,CEPX.BDX,00000000,2,,2,2,A36QFLEJ,2,1,1,2013-11-01 05:28:34,1,10.156
KZGNAESE,2013-11-01 04:20:59,2013-10-31 18:06:55,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040Z1J1    10,0  0,51,14,T182,000054,CEPX.BCX,00000000,2,,2,2,A35H1ZWM,2,1,1,2013-11-01 05:28:35,1,10.234
KZGNAERE,2013-11-01 04:45:59,2013-10-31 18:23:24,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040Z1J1    10,0  0,51,14,T199,000049,CEPX.BDX,00000000,2,,2,2,A35H1ZE5,2,1,1,2013-11-01 05:28:37,1,10.376
KZGNAD0E,2013-11-01 04:05:35,2013-10-31 17:48:03,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T201,000030,CEPX.BEX,00000000,2,,2,2,A36QFKQ6,2,1,1,2013-11-01 05:28:35,1,10.292
KZGNAAVE,2013-11-01 04:33:48,2013-10-31 18:23:11,6400,CEP8,CP1843,0000,00000000,U516,B5QX,1030104040J1J1    10,0  0,51,14,T199,000037,CEPX.BDX,00000000,2,,2,2,A35VQKZ0,2,1,1,2013-11-01 05:28:36,1,10.177
